Federal School ID,Entity Type,Street Address,Year Round Yes/No,Public Yes/No,Administrator Name,Administrator Phone,Administrator Phone Ext.,Administrator Email,Virtual Instruction Type,School,Street City
04279,Elementary Schools (Public),2035 40th Ave.,N,Y,Reyna Diaz,No Data,No Data,reyna.diaz@ousd.k12.ca.us,No Data,Jefferson Elementary,Oakland
04280,Elementary Schools (Public),5525 Ascot Dr.,N,Y,Hannah Banks,(510) 879-8142,No Data,hannah.banks@ousd.org,Not Virtual,Joaquin Miller Elementary,Oakland
04281,Elementary Schools (Public),3400 Malcolm Ave.,N,Y,Brandee Stewart,(510) 639-3275,No Data,brandee.stewart@ousd.k12.ca.us,No Data,Marshall Elementary,Oakland
04282,Elementary Schools (Public),4551 Steele St.,N,Y,Joslin Johnson,(510) 879-1560,No Data,No Data,No Data,Swett (John) Elementary,Oakland
04285,Elementary Schools (Public),991 14th St.,N,Y,Roma Groves-Waters,(510) 874-3381,No Data,roma.groves@ousd.org,Not Virtual,MLK / Lafayette Elementary,Oakland
04286,Elementary Schools (Public),746 Grand Ave.,N,Y,Clara Roberts,(510) 434-7790,No Data,clara.roberts@ousd.k12.ca.us,No Data,Lakeview Elementary,Oakland
04287,Elementary Schools (Public),3750 Brown Ave.,N,Y,John Stangl,(510) 879-2131,No Data,john.stangl@ousd.org,Not Virtual,Laurel Elementary,Oakland
04289,Elementary Schools (Public),225 11th St.,N,Y,Mukta Sambrani,(510) 879-5133,No Data,mukta.sambrani@ousd.org,Not Virtual,Lincoln Elementary,Oakland
04290,Elementary Schools (Public),6701 International Blvd.,N,Y,Edgar Lin,No Data,No Data,edgar.lin@ousd.k12.ca.us,No Data,Lockwood Elementary,Oakland
04291,Elementary Schools (Public),3877 Lusk St.,N,Y,Marsha Saks,(510) 879-1350,No Data,No Data,No Data,Longfellow Elementary,Oakland
04294,Elementary Schools (Public),2409 East 27th St.,N,Y,Amy Jones,(510) 879-2179,No Data,amy.jones@ousd.org,Not Virtual,Manzanita Community Elementary,Oakland
04296,Elementary Schools (Public),7220 Krause Ave.,N,Y,Danielle Pharr-Mathews,(510) 879-2138,No Data,danielle.pharrmatthews@ousd.org,Not Virtual,Markham Elementary,Oakland
04298,Elementary Schools (Public),4730 Fleming Ave.,N,Y,Gabrielle Thurmond,(510) 535-3858,No Data,gabrielle.thurmond@ousd.k12.ca.us,No Data,Maxwell Park International Academy,Oakland
04301,Elementary Schools (Public),1325 53rd Ave.,N,Y,Sarah Jayn Kemp,(510) 879-2178,No Data,sarah-jane.kemp@ousd.org,Not Virtual,Bridges @ Melrose Academy Elementary,Oakland
04302,Elementary Schools (Public),1757 Mountain Blvd.,N,Y,David Kloker,(510) 879-3143,No Data,david.kloker@ousd.org,Not Virtual,Montclair Elementary,Oakland
04306,Elementary Schools (Public),7929 Ney Ave.,N,Y,Rocquel Colbert,(510) 879-5144,No Data,rocquel.colbert@ousd.org,Not Virtual,Parker,Oakland
04307,Elementary Schools (Public),460 63rd St.,N,Y,Dana Sudduth,(510) 879-3145,No Data,dana.sudduth@ousd.org,Not Virtual,Peralta Elementary,Oakland
04308,Elementary Schools (Public),4314 Piedmont Ave.,N,Y,Zarina Ahmad,(510) 879-3146,No Data,zarina.ahmad@ousd.org,Not Virtual,Piedmont Avenue Elementary,Oakland
04309,Elementary Schools (Public),920 Campbell St.,N,Y,Dewanna Slaughter,(510) 879-2183,No Data,dewanna.slaughter@ousd.org,Not Virtual,Prescott Elementary,Oakland
No Data,Elementary Schools (Public),1240 18th St.,N,Y,Fred Noel,(510) 879-1730,No Data,fnoel@ousd.k12.ca.us,No Data,Ralph J. Bunche Elementary,Oakland
04310,Elementary Schools (Public),4401 39th Ave.,N,Y,Cynthia Bagby,(510) 879-2148,No Data,cynthia.bagby@ousd.org,Not Virtual,Redwood Heights Elementary,Oakland
No Data,Elementary Schools (Public),5263 Broadway Ter.,N,Y,No Data,No Data,No Data,No Data,No Data,Rockridge Elementary,Oakland
04313,Elementary Schools (Public),915 54th St.,N,Y,Monica Guzman,(510) 654-7372,No Data,monica.guzman@ousd.k12.ca.us,No Data,Santa Fe Elementary,Oakland
04314,Elementary Schools (Public),3730 Lincoln Ave.,N,Y,LeJon Payne,(510) 879-2151,No Data,lejon.payne@ousd.org,Not Virtual,Sequoia Elementary,Oakland
04316,Elementary Schools (Public),470 El Paseo Dr.,N,Y,Elaina Amos,(510) 879-1154,No Data,elaina.amos@ousd.org,Not Virtual,Madison Park Academy Elementary,Oakland
04317,Elementary Schools (Public),10315 E St.,N,Y,Cristina Segura,(510) 879-2177,No Data,cristina.segura@ousd.org,Not Virtual,Esperanza Elementary,Oakland
10462,Special Education Schools (Public),4551 Steele St.,N,Y,Rachelle Sallee,(510) 879-1560,No Data,rachelle.sallee@ousd.k12.ca.us,No Data,Tilden Elementary,Oakland
04318,Elementary Schools (Public),5880 Thornhill Dr.,N,Y,Steven Daubenspeck,(510) 879-2157,No Data,steven.daubenspeck@ousd.org,Not Virtual,Thornhill Elementary,Oakland
04319,Elementary Schools (Public),9736 Lawlor St.,N,Y,Evelyn Morabe,No Data,No Data,No Data,No Data,Toler Heights Elementary,Oakland
04321,Elementary Schools (Public),581 61st St.,N,Y,Gwendolyn Carr Blaylock,No Data,No Data,gwendolyn.carrblaylock@ousd.k12.ca.us,No Data,Washington Elementary,Oakland
04322,Elementary Schools (Public),8000 Birch St.,N,Y,Emma Matela,No Data,No Data,emma.matela@ousd.k12.ca.us,No Data,Webster Academy,Oakland
04324,Elementary Schools (Public),6328 East 17th St.,N,Y,Laura Smith,No Data,No Data,laura.smith@ousd.k12.ca.us,No Data,Whittier Elementary,Oakland
No Data,Elementary Schools (Public),1501 Campbell St.,N,Y,No Data,No Data,No Data,No Data,No Data,Willow Manor Elem.,Oakland
10730,Elementary Schools (Public),1025 81st Ave.,N,Y,Julissa Lambert-Yank,(510) 879-5165,No Data,julissa.lambert-yank@ousd.org,Not Virtual,ACORN Woodland Elementary,Oakland
04242,Intermediate/Middle Schools (Public),3700 Coolidge Ave.,N,Y,April Harris,(510) 879-2206,No Data,april.harris@ousd.org,Not Virtual,Bret Harte Middle,Oakland
04250,Intermediate/Middle Schools (Public),5750 College Ave.,N,Y,Tremaine Moore,(510) 879-2201,No Data,tremaine.moore@ousd.org,Not Virtual,Claremont Middle,Oakland
04259,Intermediate/Middle Schools (Public),1800 98th Ave.,N,Y,Matthew Duffy,No Data,No Data,matthew.duffy@ousd.k12.ca.us,No Data,Elmhurst Middle,Oakland
04263,Intermediate/Middle Schools (Public),2845 64th Ave.,N,Y,Amapola Obrera,(510) 879-3219,No Data,amapola.obrera@ousd.org,Not Virtual,Frick United Academy of Language Middle,Oakland
04270,Intermediate/Middle Schools (Public),2101 35th Ave.,N,Y,Gregory McNamara,No Data,No Data,gregory.mcnamara@ousd.k12.ca.us,No Data,Calvin Simmons Middle,Oakland
04276,Elementary Schools (Public),890 Brockhurst St.,N,Y,Lissette Averhoff,(510) 879-2170,No Data,lissette.averhoff@ousd.org,Not Virtual,Hoover Elementary,Oakland
04292,Intermediate/Middle Schools (Public),991 14th St.,N,Y,Carolyn Howard,No Data,No Data,carolyn.howard@ousd.k12.ca.us,No Data,Lowell Middle,Oakland
04299,Intermediate/Middle Schools (Public),3748 13th Ave.,N,Y,Caroline Asis,(510) 879-3210,No Data,caroline.asis@ousd.org,Not Virtual,Edna Brewer Middle,Oakland
04303,Intermediate/Middle Schools (Public),5555 Ascot Dr.,N,Y,Latoya Williams,(510) 531-6070,No Data,latoya.williams@ousd.org,Not Virtual,Montera Middle,Oakland
04312,Intermediate/Middle Schools (Public),1926 19th Ave.,N,Y,Joao Solomon,(510) 879-3212,No Data,joao.solomon@ousd.org,Not Virtual,Roosevelt Middle,Oakland
04323,Intermediate/Middle Schools (Public),2629 Harrison St.,N,Y,Logan Manning,(510) 879-2213,No Data,logan.manning@ousd.org,Not Virtual,Westlake Middle,Oakland
04320,Intermediate/Middle Schools (Public),4521 Webster St.,N,Y,Carolyn Howard,No Data,No Data,carolyn.howard@ousd.k12.ca.us,No Data,Carter Middle,Oakland
04271,Intermediate/Middle Schools (Public),1390 66th Ave.,N,Y,David Montes de Oca,No Data,No Data,david.montes@ousd.k12.ca.us,No Data,Havenscourt Middle,Oakland
04283,Intermediate/Middle Schools (Public),8251 Fontaine St.,N,Y,Pamela Booker,No Data,No Data,pamela.booker@ousd.k12.ca.us,No Data,King Estates Middle,Oakland
04278,K-12 Schools (Public),400 Capistrano Dr.,N,Y,Tanisha Garrett,(510) 879-2315,No Data,tanisha.garrett@ousd.org,Not Virtual,Madison Park Academy 6-12,Oakland
No Data,Elementary Schools (Public),No Data,N,Y,No Data,No Data,No Data,No Data,No Data,Development Center for Handica,No Data
No Data,Elementary Schools (Public),No Data,N,Y,No Data,No Data,No Data,No Data,No Data,East Bay Activity Center,No Data
04297,Elementary Schools (Public),960 Tenth St.,N,Y,Roma Groves-Waters,(510) 879-2182,No Data,roma.groves@ousd.org,Not Virtual,"Martin Luther King, Jr. Elementary",Oakland
No Data,Elementary Schools (Public),1025 Second Ave.,N,Y,No Data,No Data,No Data,No Data,No Data,Mosswood Elementary,Oakland
No Data,Intermediate/Middle Schools (Public),314 E. 10th St.,N,Y,No Data,No Data,No Data,No Data,No Data,Renaissance Alternative,Oakland
04293,Elementary Schools (Public),3550 64th Ave.,N,Y,Alanna Lim,No Data,No Data,No Data,No Data,Burbank Elementary,Oakland
No Data,Special Education Schools (Public),2920 E. 18th St.,N,Y,No Data,No Data,No Data,No Data,No Data,Development Center for the Handicapped,Oakland
No Data,Elementary Schools (Public),5263 Broadway Ter.,N,Y,No Data,No Data,No Data,No Data,No Data,Arts School,Oakland
No Data,Elementary Schools (Public),1700 28th Ave.,N,Y,No Data,No Data,No Data,No Data,No Data,Hawthorne (Deaf),Oakland
No Data,Elementary Schools (Public),1651 Adeline St.,N,Y,No Data,No Data,No Data,No Data,No Data,Toliver Elementary,Oakland
04284,Elementary Schools (Public),1100 Third Ave.,N,Y,Faris Jabbar,(510) 879-2121,No Data,faris.jabbar@ousd.org,Not Virtual,La Escuelita,Oakland
04244,Special Education Schools (Public),2369 84th Ave.,N,Y,Sheilagh Andujar,(510) 879-0131,No Data,sheilagh.andujar@ousd.k12.ca.us,No Data,Hillside Academy,Oakland
No Data,Intermediate/Middle Schools (Public),400 Capistrano,N,Y,No Data,No Data,No Data,No Data,No Data,Madison Opportunity,Oakland
No Data,High Schools (Public),314 East Tenth St.,N,Y,No Data,No Data,No Data,No Data,No Data,Kdol-T.V.,Oakland
02893,Intermediate/Middle Schools (Public),4215 Foothill Blvd.,N,Y,Sylvia Flores,(510) 436-0172,No Data,sflores@amethodschools.org,Not Virtual,Oakland Charter Academy,Oakland
05673,Junior High Schools (Public),171 12th St.,N,Y,Natalie Glass,(510) 893-8701,No Data,natalie.glass@aimsk12.org,Not Virtual,AIMS College Prep Middle,Oakland
05701,Alternative Schools of Choice,8251 Fontaine St.,N,Y,Willie Thompson,(510) 879-5330,No Data,willie.thompson@ousd.org,Not Virtual,"Independent Study, Sojourner Truth",Oakland
07939,Intermediate/Middle Schools (Public),955 12th St.,N,Y,Akiyu Hatano,No Data,No Data,No Data,No Data,West Oakland Community Charter,Oakland
No Data,Elementary Schools (Public),No Data,N,Y,No Data,No Data,No Data,No Data,No Data,Oak Tree Charter,No Data
07941,Elementary Schools (Public),8425 MacArthur Blvd.,N,Y,Lisa Blair,No Data,No Data,lblair.reemsacademy@gmail.com,No Data,Reems (Ernestine C.) Academy of Technology and Art,Oakland
07942,Elementary Schools (Public),1936 Courtland Ave.,N,Y,Kenneth Reed,No Data,No Data,ken.reed@dhla.org,No Data,Huerta (Dolores) Learning Academy,Oakland
08440,Elementary Schools (Public),1445 101st Ave.,N,Y,Amber Saberton,(510) 588-3101,No Data,data-contact@aspirepublicschools.org,Not Virtual,Aspire Monarch Academy,Oakland
08441,Intermediate/Middle Schools (Public),5433 San Pablo Ave.,N,Y,Adebisi Aromolaran,(510) 547-4118,No Data,dreams@aiuf.org,No Data,Meroe International Academy Charter,Oakland
08442,Elementary Schools (Public),1000 42nd St.,N,Y,Jimmie Brown,(510) 655-6191,No Data,jimmie.brown@noccs.org,Not Virtual,North Oakland Community Charter,Oakland
08677,Elementary Schools (Public),3709 East 12th St.,N,Y,Larissa Adam,(510) 568-7936,No Data,cdeascend@efcps.net,Not Virtual,ASCEND,Oakland
08678,Elementary Schools (Public),2825 International Blvd.,N,Y,Raquel Jones,(510) 879-2186,No Data,raquel.jones@ousd.org,Not Virtual,International Community Elementary,Oakland
08679,Elementary Schools (Public),4730 Fleming Ave.,N,Y,Jonathan Mayer,(510) 879-2152,No Data,jonathan.mayer@ousd.org,Not Virtual,Melrose Leadership Academy,Oakland
08680,Intermediate/Middle Schools (Public),3031 East 18th St.,N,Y,Tierre Mesa,(510) 879-5236,No Data,tierre.mesa@ousd.org,Not Virtual,Urban Promise Academy Middle,Oakland
10463,Elementary Schools (Public),8000 International Blvd.,N,Y,Susan Harman,No Data,No Data,susanharman@igc.org,No Data,Growing Children Charter,Oakland
10464,Elementary Schools (Public),991 14th St.,N,Y,David Ling,No Data,No Data,david.ling@ousd.k12.ca.us,No Data,KIPP Bridge College Preparatory,Oakland
10465,Opportunity Schools,1240 18th St.,N,Y,Fulton Brinkley,No Data,No Data,fulton.brinkley@ousd.k12.ca.us,No Data,Ralph J. Bunche Academy,Oakland
10466,Opportunity Schools,1180 70th Ave.,N,Y,Denise Burroughs,No Data,No Data,No Data,No Data,Rudsdale Academy,Oakland
No Data,Elementary School (Private),"900 Alice St, #10",N,N,Martin Bloom,No Data,No Data,MBloom@KIDRONmissions.org,No Data,LAMBO Academy International,Oakland
No Data,Elementary School (Private),Information Redacted,N,N,Koren Clark,No Data,No Data,No Data,No Data,Lotus Blossom Academy,Oakland
No Data,Ungraded Schools (Private),Information Redacted,N,N,Grace allspamisflagged,No Data,No Data,spam@baywoodlearningcenters.com,No Data,Baywood Learning Centers,Oakland
No Data,Elementary School (Private),410 Alcatraz Ave.,N,N,Ben Griggs,No Data,No Data,ebi@ebinternacional.org,No Data,Escuela Bilingüe Internacional,Oakland
No Data,Elementary School (Private),3695 High St.,N,N,Veronica Arellano-Castro,No Data,No Data,veronica_ac@senecacenter.org,No Data,Seneca Family of Agencies-Maya Angelou Academy,Oakland
No Data,Elementary School (Private),Information Redacted,N,N,Heather Swallow,No Data,No Data,No Data,No Data,Swallow-Hornig School,Oakland
No Data,K-12 Schools (Private),Information Redacted,N,N,Tammy Bratcher,No Data,No Data,tcbcann@aol.com,No Data,Cornerstone Christian Academy,Oakland
No Data,Elementary School (Private),Information Redacted,N,N,Lesie Hites,No Data,No Data,leslieh@therenaissanceschool.org,No Data,"The Renaissance International School, Inc.",Oakland
No Data,Elementary School (Private),Information Redacted,N,N,Felicia Jeffley,No Data,No Data,No Data,No Data,Bay Area Holistic Academy,Oakland
No Data,Elementary School (Private),No Data,N,N,Shewonda Muhammad,No Data,No Data,No Data,No Data,Muhammad Institute,No Data
No Data,Elementary School (Private),No Data,N,N,Michelle Taylor,No Data,No Data,emuatech@yahoo.com,No Data,E.M. University of Science & Technology,No Data
No Data,K-12 Schools (Private),No Data,N,N,Billie Poindexter,No Data,No Data,elijahuniversity@yahoo.com,No Data,Elijah's University for Self-Development,No Data
No Data,K-12 Schools (Private),Information Redacted,N,N,KHARIYYAH MUHAMMAD-BRADSHAW,No Data,No Data,litnmotion@gmail.com,No Data,I.Q.R.A.A. Educational Academy & Services,Oakland
No Data,K-12 Schools (Private),Information Redacted,N,N,Sharon Jung,No Data,No Data,dstse_jung@yahoo.com,No Data,Doulos Academy,Oakland
No Data,K-12 Schools (Private),Information Redacted,N,N,Shewonda Muhammad,No Data,No Data,No Data,No Data,Muhammad Institute of Islam,Oakland
No Data,High Schools (Private),Information Redacted,N,N,Anne Abeel,No Data,No Data,annemabeel@yahoo.com,No Data,The Abeel School,Oakland
No Data,Elementary School (Private),8032 Macarthur Blvd,N,N,Jason Fluker,No Data,No Data,cagoldengoods@gmail.com,No Data,Deecolonize Academy,Oakland
No Data,K-12 Schools (Private),Information Redacted,N,N,Wilson Berry,No Data,No Data,terrisberrys@gmail.com,No Data,Will B. Education,Oakland
No Data,Elementary School (Private),Information Redacted,N,N,Michele Hamilton,No Data,No Data,michele.hamilton@peartreecs.com,No Data,Pear Tree Community School,Oakland
No Data,Elementary School (Private),Information Redacted,N,N,Kristina Mundera,No Data,No Data,iccommunity@yahoo.com,No Data,IC Community School,Oakland
No Data,Elementary School (Private),Information Redacted,N,N,MUSTAFA ALSHUGAA,No Data,No Data,Mustafa@najahzone.com,No Data,Light Islamic Academy,Oakland
No Data,K-12 Schools (Private),Information Redacted,N,N,Grace Schroder-Neufeld,No Data,No Data,JesusisLord@gmail.com,No Data,Narrow Gate,Oakland
No Data,High Schools (Private),1530 34Th Ave,N,N,Stephen Murphy,No Data,No Data,smurphy@cristoreydelasalle.org,No Data,Cristo Rey De La Salle East Bay High School,Oakland
No Data,K-12 Schools (Private),Information Redacted,N,N,Nancy Veliz,No Data,No Data,nancy.gv@hotmail.com,No Data,Gramajo-Veliz School,Oakland
No Data,Elementary School (Private),Information Redacted,N,N,Imani Pierce Nwagwu,No Data,No Data,inwagwu@yahoo.com,No Data,"School of Innovation, Leadership and Efficacy",Oakland
No Data,Elementary School (Private),Information Redacted,N,N,Tiaesha Williams,No Data,No Data,No Data,No Data,City Reachers Academy,Oakland
No Data,K-12 Schools (Private),Information Redacted,N,N,Jason Fluker,No Data,No Data,j.flukerjr@gmail.com,No Data,DeeColonize Academy,Oakland
No Data,Elementary School (Private),Information Redacted,N,N,Megan Parkinson,No Data,No Data,escuelita.bosque@gmail.com,No Data,Escuelita Del Bosque,Oakland
No Data,Kindergartens (Private),Information Redacted,N,N,Marielle Cammarata,No Data,No Data,cammaratam@sbcglobal.net,No Data,Performing Arts Kinder School - PAKS,Oakland
No Data,Elementary School (Private),Information Redacted,N,N,Logan McWilliams,No Data,No Data,loganmacprimaryschool@gmail.com,No Data,Logan Mac Primary School,Oakland
No Data,K-12 Schools (Private),Information Redacted,N,N,Jasmin Johnson,No Data,No Data,jjohnson@allaspectsacademy.com,No Data,All Aspects Academy,Concord
No Data,High Schools (Private),9006 Macarthur Blvd.,N,N,Cesar Cruz,No Data,No Data,cac807@mail.harvard.edu,No Data,The FREEdom School LLC,Oakland
No Data,K-12 Schools (Private),Information Redacted,N,N,Tovi Scruggs,No Data,No Data,No Data,No Data,ASA Academy,Oakland
No Data,K-12 Schools (Private),Information Redacted,N,N,Carliss Le Roy,No Data,No Data,No Data,No Data,Life Challenges Academy,Oakland
No Data,K-12 Schools (Private),Information Redacted,N,N,Ta-Biti Akoma,No Data,No Data,No Data,No Data,Blackhouse Village (B.V.) College Prep A,Oakland
No Data,Elementary School (Private),Information Redacted,N,N,Bathsheba Harambe,No Data,No Data,No Data,No Data,Roots of Unique Awareness School,Oakland
No Data,Elementary School (Private),215 Ridgeway Ave.,N,N,Michael McNeil,No Data,No Data,mcneil@pacificboychoir.org,No Data,Pacific Boychoir Academy,Oakland
No Data,K-12 Schools (Private),Information Redacted,N,N,Faheem Shuaibe,No Data,No Data,No Data,No Data,Clara Mohammed,Oakland
No Data,K-12 Schools (Private),2608 West St.,N,N,Carrie Banks,No Data,No Data,tloj@att.net,No Data,St. Andrew M.B.C. Private P. C. P. C.,Oakland
No Data,Elementary School (Private),5000 MacArthur Blvd.,N,N,Debra Brown,No Data,No Data,children@northeastern.edu,No Data,Mills College Children's School at Northeastern University,Oakland
No Data,K-12 Schools (Private),3800 Coolidge Ave.,N,N,Karen Mates,No Data,No Data,karenmates@fredfinch.org,No Data,Fred Finch–Oakland Hills Academy,Oakland
No Data,K-12 Schools (Private),Information Redacted,N,N,Sandra Phelps,No Data,No Data,sandybeaches84@yahoo.com,No Data,Agnes Memorial Christian Academy,Oakland
No Data,Elementary School (Private),Information Redacted,N,N,Suzanne Abbey,No Data,No Data,sabbey@beaconday.org,No Data,Beacon School dba Beacon Day School,Oakland
No Data,High Schools (Private),9500 Stearns Ave.,N,N,Kimberly Walsh,No Data,No Data,kwalsh@bishopodowd.org,No Data,Bishop O'Dowd High School,Oakland
No Data,High Schools (Private),6100 BRd.way,N,N,Linh Tran,No Data,No Data,linh@college-prep.org,No Data,The College Preparatory School,Oakland
No Data,K-12 Schools (Private),Information Redacted,N,N,Paula Brown,No Data,No Data,No Data,No Data,Golden Gate Academy,Oakland
